id,um_dominio,multi_dominio,com_tag
970,user0969@gmail.com,julia.melo@hotmail.com,julia.melo+tag969@gmail.com
971,user0970@gmail.com,diego.melo@uol.com.br,diego.melo+tag970@gmail.com
972,user0971@gmail.com,heitor.pereira@hotmail.com,heitor.pereira+tag971@gmail.com
973,user0972@gmail.com,maria.dias@gmail.com,maria.dias+tag972@gmail.com
974,user0973@gmail.com,paula.carvalho@gmail.com,paula.carvalho+tag973@gmail.com
975,user0974@gmail.com,carlos.pereira@hotmail.com,carlos.pereira+tag974@gmail.com
976,user0975@gmail.com,paula.gomes@outlook.com,paula.gomes+tag975@gmail.com
977,user0976@gmail.com,lucas.cruz@outlook.com,lucas.cruz+tag976@gmail.com
978,user0977@gmail.com,clara.dias@gmail.com,clara.dias+tag977@gmail.com
979,user0978@gmail.com,fabio.melo@hotmail.com,fabio.melo+tag978@gmail.com
980,user0979@gmail.com,ana.ferreira@gmail.com,ana.ferreira+tag979@gmail.com
981,user0980@gmail.com,carlos.silva@hotmail.com,carlos.silva+tag980@gmail.com
982,user0981@gmail.com,carlos.santos@yahoo.com,carlos.santos+tag981@gmail.com
983,user0982@gmail.com,heitor.santos@uol.com.br,heitor.santos+tag982@gmail.com
984,user0983@gmail.com,beatriz.gomes@uol.com.br,beatriz.gomes+tag983@gmail.com
985,user0984@gmail.com,erica.melo@yahoo.com,erica.melo+tag984@gmail.com
986,user0985@gmail.com,diego.santos@yahoo.com,diego.santos+tag985@gmail.com
987,user0986@gmail.com,erica.araujo@gmail.com,erica.araujo+tag986@gmail.com
988,user0987@gmail.com,mariana.oliveira@outlook.com,mariana.oliveira+tag987@gmail.com
989,user0988@gmail.com,jose.carvalho@outlook.com,jose.carvalho+tag988@gmail.com
990,user0989@gmail.com,maria.oliveira@yahoo.com,maria.oliveira+tag989@gmail.com
991,user0990@gmail.com,rafael.lima@uol.com.br,rafael.lima+tag990@gmail.com
992,user0991@gmail.com,carlos.paiva@yahoo.com,carlos.paiva+tag991@gmail.com
993,user0992@gmail.com,clara.gomes@yahoo.com,clara.gomes+tag992@gmail.com
994,user0993@gmail.com,fabio.costa@hotmail.com,fabio.costa+tag993@gmail.com
995,user0994@gmail.com,gabi.cruz@hotmail.com,gabi.cruz+tag994@gmail.com
996,user0995@gmail.com,mariana.araujo@uol.com.br,mariana.araujo+tag995@gmail.com
997,user0996@gmail.com,diego.faria@gmail.com,diego.faria+tag996@gmail.com
998,user0997@gmail.com,clara.martins@outlook.com,clara.martins+tag997@gmail.com
999,user0998@gmail.com,mariana.santos@hotmail.com,mariana.santos+tag998@gmail.com
1000,user0999@gmail.com,mariana.faria@gmail.com,mariana.faria+tag999@gmail.com
